20415368 19.981 -42.705 187.159 0 29 1874
20415370 -36.913 -77.739 94.459 0 32 984
20415371 40.122 -3.427 83.441 0 25 1759
20415381 76.425 31.17 196.559 0 22 1387
20415383 57.257 -4.04 73.989 0 26 1778
20415384 88.306 12.473 74.211 0 31 1310
20415386 59.143 -42.843 168.889 0 28 1912
20415387 -17.074 -40.316 94.459 0 23 858
20415388 30.897 -59.044 55.831 0 27 1960
20415389 -27.051 12.448 187.211 0 24 560
20415389 11.599 -57.616 103.859 0 24 1145
20415391 69.215 12.05 160.359 0 30 1319
20415397 88.615 12.486 83.441 0 29 1309
20415399 20.374 101.926 187.211 0 24 1694
20415399 21.174 31.496 196.331 0 29 415
20415404 69.33 48.721 196.389 0 27 1459
20415405 30.574 49.494 178.459 0 31 1497
20415407 -94.27 -6.111 160.189 0 25 689
20415408 30.961 86.13 196.389 0 27 1621
20415408 57.174 -4.29 196.331 0 27 1765
20415408 -26.787 -21.911 56.111 0 25 754
20415410 -17.942 -4.422 139.831 0 25 583
20415410 -17.938 -4.64 150.959 0 29 582
20415411 -45.183 -94.92 112.441 0 28 946
20415416 -63.702 -23.714 186.931 0 24 704
20415416 -75.701 -6.619 160.241 0 28 671
20415417 88.669 -24.612 122.011 0 27 1863
20415419 -45.182 47.797 160.241 0 26 167
20415421 -45.183 -95.302 178.341 0 26 939
20415424 -36.954 -4.969 160.411 0 27 545
20415424 -46.408 -59.05 168.941 0 26 994
20415427 -36.718 -4.939 186.931 0 25 542
20415433 -56.12 29.598 151.011 0 27 240
20415433 0.901 -78.329 140.111 0 28 1105
20415434 21.999 67.516 37.731 0 24 1584
20415440 76.557 -77.12 140.059 0 25 2059
20415442 20.836 -76.321 112.389 0 27 1216
20415442 -44.689 -22.318 103.741 0 30 659
20415445 -26.853 -60.645 139.941 0 26 1033
20415446 19.885 -43.061 112.441 0 26 1882
20415447 -27.217 12.282 130.489 0 28 566
20415450 22.267 -5.326 130.489 0 28 1736
20415451 51.192 -95.137 187.041 0 31 1280
20415452 59.864 -75.632 112.559 0 23 2044
20415456 -47.715 12.692 47.189 0 30 449
20415457 -75.561 -41.547 196.611 0 32 793
20415458 88.174 51.21 103.689 0 28 1451
20415459 10.657 -24.953 139.8 0 26 781
20415460 -75.605 -6.645 140.059 0 26 673
20415466 11.951 85.369 112.441 0 25 1648
20415466 -16.756 67.891 55.889 0 24 340
20415466 -16.817 68.118 56.111 0 26 340
20415469 -47.633 12.644 139.941 0 25 439
20415470 1.453 33.155 112.611 0 28 370
20415472 20.753 -76.465 168.889 0 26 1210
20415474 21.99 67.607 47.189 0 27 1583
20415476 49.224 86.596 83.331 0 26 1615
20415484 39.934 -115.553 55.889 0 26 1276
20415485 -26.833 48.232 160.359 0 25 293
20415487 95.956 32.369 74.159 0 28 1382
20415488 59.2 66.267 83.441 0 27 1543
20415490 66.825 -22.403 130.489 0 25 1844
20415491 -17.942 -4.422 103.631 0 25 587
20415492 66.816 -22.494 55.831 0 27 1852
20415493 40.945 29.637 130.541 0 24 1430
20415493 -65.65 -59.757 187.159 0 29 902
20415493 -44.854 -22.223 112.441 0 26 658
20415494 -26.546 48.397 37.959 0 26 306
20415495 -8.269 87.132 130.659 0 27 134
20415497 50.042 11.872 55.889 0 23 1348
20415498 -36.906 -4.721 140.059 0 29 547
20415499 28.323 -95.093 38.011 0 27 1260
20415499 20.614 101.844 169.059 0 28 1696
20415502 -16.064 -76.981 65.341 0 27 1059
20415504 -26.436 86.631 37.731 0 28 108
20415508 12.616 48.441 38.011 0 21 414
20415511 -74.033 -78.712 121.731 0 28 891
20415511 -8.338 87.063 47.241 0 28 143
20415511 20.374 101.926 83.611 0 27 1705
20415511 40.924 29.624 122.011 0 27 1431
20415512 -94.042 29.557 178.231 0 30 507
20415516 12.078 13.6 178.289 0 26 615
20415525 40.356 -77.05 83.331 0 26 2029
20415527 11.123 -94.084 94.231 0 29 1200
20415528 -9.114 48.211 37.959 0 29 360
20415529 22.267 -5.614 130.489 0 27 1736
20415534 -83.738 -21.809 150.959 0 30 726
20415537 2.498 -6.549 178.231 0 26 633
20415538 66.908 -22.738 47.241 0 33 1853
20415539 3.182 -113.151 94.231 0 27 1182
20415540 3.366 -113.257 94.231 0 25 1182
20415543 22.35 -5.279 37.841 0 27 1746
20415544 40.45 67.419 186.989 0 25 1550
20415545 -54.166 67.447 83.559 0 29 157
20415547 -56.264 29.409 130.431 0 29 242
20415552 -54.489 -78.336 83.611 0 28 967
20415552 58.939 66.336 169.059 0 30 1534
20415553 3.178 -113.039 140.059 0 32 1177
20415554 20.051 -42.87 103.689 0 24 1883
20415557 21.907 67.629 169.111 0 27 1570
20415558 95.908 32.287 112.611 0 25 1378
20415559 21.27 31.767 150.959 0 31 420
20415561 70.298 -59.735 47.411 0 24 1997
20415562 -65.142 11.097 178.341 0 33 453
20415567 70.246 -59.871 168.831 0 26 1984
20415568 59.226 -42.796 168.941 0 32 1912
20415570 -26.344 86.875 178.341 0 26 93
20415571 -16.886 -40.204 186.931 0 21 848
20415573 39.623 103.49 139.941 0 29 1681
20415582 58.869 66.171 196.389 0 27 1531
20415583 -74.835 101.47 169.059 0 22 4
20415584 40.924 29.458 196.611 0 23 1423
20415584 88.381 -24.778 94.511 0 22 1866
20415585 59.156 31.746 150.731 0 24 1410
20415589 11.123 -94.084 160.131 0 26 1193
20415595 21.078 31.767 130.659 0 32 422
20415596 88.546 12.555 140.059 0 26 1303
20415597 -56.264 29.515 168.8 0 26 238
20415598 0.642 66.389 178.341 0 26 381
20415602 11.786 85.274 37.841 0 28 1656
20415603 -45.274 47.659 121.731 0 25 171
20415606 21.257 31.458 121.789 0 26 423
20415607 -36.713 67.022 178.289 0 26 273
20415608 40.872 29.488 65.231 0 21 1437
20415608 -26.968 12.426 65.289 0 27 573
20415609 -27.217 12.282 65.289 0 30 573
20415611 -93.785 29.706 187.041 0 28 506
20415612 -83.602 12.717 83.611 0 26 499
20415613 -47.798 12.548 121.7 0 30 441
20415613 11.977 85.465 130.659 0 19 1646
20415617 20.518 101.903 130.431 0 26 1700
20415617 11.411 -57.834 150.731 0 25 1140
20415618 88.36 -24.791 130.541 0 26 1862
20415622 -85.187 48.002 112.331 0 26 208
20415623 -27.11 -60.496 83.331 0 22 1039
20415623 -46.243 -58.788 122.011 0 28 999
20415624 70.154 -59.627 55.941 0 30 1996
20415626 -75.083 65.161 168.941 0 23 184
20415628 67.004 -22.712 112.559 0 24 1846
20415628 88.306 12.307 130.711 0 27 1304
20415632 76.295 67.227 65.341 0 24 1527
20415633 -75.705 -41.273 160.241 0 26 797
20415634 -44.689 -21.936 150.841 0 21 654
20415634 20.753 -76.177 103.689 0 29 1217
20415634 -8.582 -21.841 139.941 0 25 763
20415636 28.452 -22.203 139.831 0 25 1807
20415641 19.694 -42.87 121.959 0 25 1881
20415642 -65.603 -59.84 74.211 0 27 914
20415643 -93.785 29.514 150.841 0 21 510
20415644 1.165 33.155 103.911 0 26 371
20415645 -44.88 -22.127 140.059 0 26 655
20415645 -8.663 13.668 56.111 0 29 610
20415648 40.924 29.624 65.511 0 23 1437
20415648 -85.022 47.8 112.441 0 27 208
20415650 68.116 84.665 47.189 0 28 1601
20415653 -45.087 -94.946 130.659 0 27 944
20415657 -36.81 -5.052 65.511 0 27 555
20415661 -8.519 13.419 130.711 0 22 602
20415662 -16.156 -76.737 150.731 0 26 1050
20415663 20.374 102.092 196.611 0 25 1693
20415663 49.912 -59.307 94.459 0 27 1974
20415664 20.426 101.956 121.731 0 25 1701
20415665 40.287 -3.497 122.011 0 24 1755
20415665 40.37 -3.475 121.789 0 31 1755
20415668 22.634 -113.652 168.941 0 28 1228
20415671 21.078 31.437 47.359 0 28 431
20415672 -75.084 65.257 94.289 0 24 192
20415672 59.143 -42.843 47.189 0 25 1925
20415673 0.715 66.538 37.731 0 28 396
20415673 88.45 12.496 112.331 0 28 1306
20415675 -65.367 -59.81 55.831 0 24 916
20415675 68.033 84.975 187.211 0 24 1586
20415676 -65.201 -96.53 83.441 0 26 877
20415677 28.375 -94.957 83.331 0 27 1255
20415680 50.836 -95.233 37.959 0 26 1296
20415682 -54.07 67.388 83.331 0 23 157
20415683 -18.034 -4.641 151.011 0 27 582
20415684 -45.017 47.702 103.741 0 25 173
20415686 12.568 48.523 196.559 0 25 397
20415686 -16.602 -112.86 178.459 0 30 1155
20415687 59.417 -42.987 130.659 0 28 1916
20415690 -46.243 -58.954 130.4 0 23 998
20415692 -16.673 67.929 55.831 0 25 340
20415694 -94.042 29.663 65.231 0 27 519
20415700 -26.509 86.588 139.941 0 30 97
20415702 69.262 11.967 160.411 0 27 1319
20415707 2.721 104.317 47.359 0 25 1727
20415709 59.851 -75.653 160.189 0 24 2039
20415710 67.95 84.953 121.789 0 27 1593
20415713 -27.018 -60.383 94.511 0 26 1038
20415713 -27.101 -60.405 139.889 0 26 1033
20415713 22.073 67.463 130.489 0 25 1574
20415714 20.422 102.174 103.859 0 23 1703
20415715 -16.882 -40.316 140.059 0 26 853
20415717 59.602 -75.797 130.489 0 26 2042
20415718 3.439 -113.3 94.341 0 24 1182
20415722 -8.338 87.063 178.341 0 22 129
20415724 -74.787 101.718 130.711 0 31 8
